7.137 D05 J07
7.221 C04 J06
9.015 D06 C05
9.88 D01 C01
10.133 J01 J02
10.66 A02 J01
10.773 D06 J07
11.591 A04 J03
11.69 C03 C04
12.107 D03 J02
12.273 A01 D01
12.364 A03 J01
12.634 C03 J08
12.759 A04_1 J03
13.674 C05 J06
13.734 D04 J04
13.786 D05 J04
14.05 J06 J07
14.531 C05 J07
14.749 J04 J07
14.877 A06_1 D05
15.454 A05 J03
15.527 J04 J06
15.978 D04 J03
16.083 A02 J02
16.1 D02 D03
16.387 D05 D06
16.624 A06 J05
16.855 A04 A05
16.975 A03 J02
17.076 D06 C06
17.155 A02 D02
17.49 A05 A06_1
17.687 C03 J06
17.939 C05 C06
17.965 A04_1 A05
18.488 D06 J06
18.801 C04 C05
19.356 D02 C01
19.408 C04 J04
19.646 D05 J06
19.954 D04 C03
20.05 A06_1 J05
20.285 D02 J02
20.432 J03 J04
20.656 A03 A04_1
20.846 A05 A06
20.995 A01 A02
21.13 A01 C01
21.219 C04 J07
21.381 D03 J01
21.56 A06 J07
21.589 D05 C05
21.795 A06_1 J07
21.964 D01 D02
22.422 D03 D04
22.535 C03 J04
22.718 A02 A03
22.834 A02 D03
23.509 D02 J01
23.546 D05 J05
23.597 C04 J08
23.828 A01 D02
24.066 A06_1 J04
24.249 D04 C04
24.371 D04 J06
25.053 D06 J05
25.142 D06 C04
25.165 D06 J04
25.276 C02 J08
25.651 C05 J04
25.77 A05 J04
25.889 A06 J04
25.919 D03 J08
25.947 A05 D05
26.274 D04 J02
26.306 J05 J07
26.411 D05 C04
27.233 D04 D05
27.263 D04 J08
27.272 A06 D06
27.476 J02 J03
27.685 A04_1 D04
27.772 A03 J03
27.807 A02 D01
27.819 C06 J07
28.074 A06_1 J03
28.226 A04_1 J02
28.325 D04 J07
28.474 A04 J02
28.626 D05 J03
28.688 A06_1 D06
28.81 A05 D04
28.868 A03 D03
29.362 D03 C03
29.698 C01 C02
30.159 J06 J08
30.269 C03 J07
30.448 C03 C05
30.461 A04_1 J01
30.564 D03 J03
31.062 A02 C01
31.12 A04 J01
31.39 A06 J03
31.551 A01 J01
31.604 C06 J06
31.812 A04 J04
31.926 D02 C02
32.636 A05 J07
32.894 C06 J05
33.052 A04_1 J04
33.199 J03 J07
33.226 D05 C06
33.617 J01 J03
33.768 D05 C03
33.968 J04 J08
34.067 C05 J05
34.201 D02 J08
34.269 A06_1 J06
34.417 A06_1 D04
34.744 D03 C01
34.746 A06 J06
34.81 A06 C05
34.962 A04_1 A06_1
35.206 A03 D02
35.321 A03 D04
35.614 J03 J06
35.648 D04 J01
35.676 A06_1 C05
35.739 A04_1 D03
35.746 C03 J03
35.975 A01 J02
36.007 D03 J04
36.093 D03 C02
36.175 D06 C03
36.408 C04 C06
37.156 D04 C05
37.175 A04 A06
37.246 J04 J05
37.408 A05 J05
37.645 J02 J08
37.865 C04 J03
37.903 C02 C03
38.046 D01 D03
38.217 A01 D03
38.22 D01 J01
38.344 D04 D06
38.398 A03 A05
38.485 D02 D04
39.109 C03 J02
39.367 C01 J02
39.457 D01 C02
39.536 A04_1 D05
39.62 D03 C04
39.632 J02 J04
39.675 D01 J02
40.114 J05 J06
40.439 C01 J01
40.66 A05 J06
40.687 A06_1 C04
40.977 A02 A04_1
41.434 A06 C04
41.81 C06 J04
41.891 D02 C03
42.046 A02 D04
42.239 A05 J02
42.267 A05 D06
42.29 C05 J08
42.886 J07 J08
42.933 A02 J03
42.95 J03 J08
42.954 D03 J06
43.053 A01 A03
43.624 A04 J07
43.686 A06_1 C06
43.958 D06 J03
44.765 C01 J08
44.933 A04_1 J07
45.178 A05 C04
45.644 D02 J03
45.889 C05 J03
46.014 A05 D03
46.102 D05 J08
46.215 A03 J04
46.415 A06_1 C03
46.596 A05 C03
46.7 A04 C03
46.924 A05 J01
47.078 A05 C05
47.144 A04 J06
47.202 C02 J02
47.286 J01 J08
47.336 C04 J05
47.429 J03 J05
47.622 A02 J08
47.632 A04_1 C03
47.899 A06 C03
47.984 C04 J02
48.097 C03 C06
48.352 A04_1 J06
48.39 A04_1 D02
48.407 C02 C04
48.533 J01 J04
48.548 A04 D02
48.599 D06 J08
49.075 A02 C02
49.151 A01 C02
49.24 C03 J01
49.288 D04 C02
49.435 A04 C04
49.644 D03 D05
49.92 J02 J06
50.194 D03 J07
50.265 D04 J05
50.488 A03 D01
50.558 A04_1 C04
51.962 D02 J04
52.196 A02 C03
52.25 D05 J02
52.455 D01 J08
52.523 A03 C03
52.656 A04 J08
52.755 A03 C01
53.174 D02 C04
53.358 A04_1 J08
53.419 A03 J08
53.793 A04 J05
53.984 C02 J01
54.237 A04 D06
54.379 J02 J07
54.401 D04 C06
54.68 A03 A06_1
55.013 A04_1 J05
55.23 A06_1 J02
55.251 C02 J06
55.425 C01 C03
55.55 A04_1 D06
55.585 A02 J04
55.832 A06_1 D03
55.885 A05 J08
56.295 A03 D05
56.484 C03 J05
56.51 D04 C01
56.609 D03 C05
56.942 A04 C05
56.955 A02 A05
57.507 D02 J06
57.711 A01 J08
58.022 C04 J01
58.034 A06_1 J08
58.225 A04_1 C05
58.427 A06 J02
58.544 C02 J04
58.767 A05 C06
59.383 A03 C04
59.463 C06 J08
59.536 D03 D06
59.557 A03 J06
59.691 J01 J06
59.783 A06 J08
60.127 A01 D04
60.297 A03 J07
60.449 D01 D04
60.474 D05 J01
61.016 A05 D02
61.019 C06 J03
61.671 A06_1 J01
61.967 A01 A04_1
62.177 D01 C03
62.23 A02 C04
62.57 A01 A04
63.188 C05 J02
63.237 J01 J07
63.258 C02 J03
63.411 A01 J03
64.105 A03 C02
64.591 D06 J02
64.913 C01 J03
64.971 A02 J06
65.004 A06 J01
65.666 D02 D05
65.699 A01 C03
65.895 D02 J07
66.653 C02 C05
66.688 D01 J03
67.115 C01 C04
